League,Season,Date,HomeTeam,AwayTeam,HomeGoals,AwayGoals,Result,HomeShots,AwayShots,HomeShotsOnTarget,AwayShotsOnTarget,PlayersScored,CoachHome,CoachAway,Referee
SP1,2024-25,,Betis,Cadiz,1,1,D,21,5,7,1,,Manuel Pellegrini,Mauricio Pellegrino,
SP1,2024-25,,Las Palmas,Granada,1,0,H,10,2,3,1,,García Pimienta,José Ramón Sandoval,
SP1,2024-25,,Ath Madrid,Real Madrid,3,1,H,10,20,4,5,,Diego Simeone,Carlo Ancelotti,
SP1,2024-25,,Sevilla,Almeria,5,1,H,18,10,9,1,,Quique Sánchez Flores,Pepe Mel,
SP1,2024-25,,Mallorca,Barcelona,2,2,D,10,10,5,4,,Javier Aguirre,Xavi,
SP1,2024-25,,Ath Bilbao,Getafe,2,2,D,9,13,4,5,,Ernesto Valverde,José Bordalás,
SP1,2024-25,,Real Madrid,Las Palmas,2,0,H,21,16,9,2,,Carlo Ancelotti,García Pimienta,
SP1,2024-25,,Villarreal,Girona,1,2,A,14,17,3,5,,Marcelino,Míchel,
SP1,2024-25,,Cadiz,Vallecano,0,0,D,9,9,2,4,,Mauricio Pellegrino,Iñigo Pérez,
SP1,2024-25,,Valencia,Sociedad,0,1,A,9,2,2,1,,Rubén Baraja,Imanol Alguacil,
SP1,2024-25,,Celta,Alaves,1,1,D,8,21,0,11,,Claudio Giráldez,Luis García,
SP1,2024-25,,Granada,Betis,1,1,D,19,13,7,3,,José Ramón Sandoval,Manuel Pellegrini,
SP1,2024-25,,Osasuna,Ath Madrid,0,2,A,13,4,2,3,,Jagoba Arrasate,Diego Simeone,
SP1,2024-25,,Barcelona,Sevilla,1,0,H,18,12,5,3,,Xavi,Quique Sánchez Flores,
SP1,2024-25,,Getafe,Villarreal,0,0,D,22,3,9,0,,José Bordalás,Marcelino,
SP1,2024-25,,Vallecano,Mallorca,2,2,D,19,9,5,4,,Iñigo Pérez,Javier Aguirre,
SP1,2024-25,,Girona,Real Madrid,0,3,A,13,14,3,7,,Míchel,Carlo Ancelotti,
SP1,2024-25,,Sociedad,Ath Bilbao,3,0,H,8,18,5,3,,Imanol Alguacil,Ernesto Valverde,
