League,Season,Date,HomeTeam,AwayTeam,HomeGoals,AwayGoals,Result,HomeShots,AwayShots,HomeShotsOnTarget,AwayShotsOnTarget,PlayersScored,CoachHome,CoachAway,Referee,HomeScored,AwayScored
SP1,2024-25,,Las Palmas,Sevilla,0,2,A,5,10,2,3,,García Pimienta,Quique Sánchez Flores,Alejandro Muñíz,,Youssef En-Nesyri; Dodi Lukebakio
SP1,2024-25,,Granada,Alaves,2,0,H,9,8,3,3,,José Ramón Sandoval,Luis García,Víctor García,Myrto Uzuni; Lucas Boyé,
SP1,2024-25,,Ath Bilbao,Villarreal,1,1,D,13,10,6,2,,Ernesto Valverde,Marcelino,Guillermo Cuadra,Oihan Sancet,Daniel Parejo
SP1,2024-25,,Sociedad,Almeria,2,2,D,17,7,4,3,,Imanol Alguacil,Pepe Mel,"Isidro Díaz de
                                    Mera",Sheraldo Becker; Mikel Oyarzabal,Adri Embarba; Adri Embarba
SP1,2024-25,,Osasuna,Valencia,0,1,A,13,4,2,3,,Jagoba Arrasate,Rubén Baraja,"José Luis
                                    Munuera",,Domingos André Ribeiro Almeida
SP1,2024-25,,Ath Bilbao,Granada,1,1,D,17,5,6,0,,Ernesto Valverde,José Ramón Sandoval,"Javier
                                    Villanueva",Gorka Guruzeta,
SP1,2024-25,,Celta,Las Palmas,4,1,H,21,9,13,4,,Claudio Giráldez,García Pimienta,"Francisco
                                    Hernández",Iago Aspas; Williot Swedberg; Anastasios Douvikas; Iago Aspas,Juan Herzog
SP1,2024-25,,Vallecano,Osasuna,2,1,H,17,6,6,2,,Iñigo Pérez,Jagoba Arrasate,Mario Melero,Pep Chavarría; Isaac Palazón Camacho,Moi Gómez
SP1,2024-25,,Valencia,Betis,1,2,A,8,12,5,6,,Rubén Baraja,Manuel Pellegrini,Mateo Busquets,José Luis García Vayá,Ayoze Pérez; Ayoze Pérez
SP1,2024-25,,Girona,Cadiz,4,1,H,10,12,5,5,,Míchel,Mauricio Pellegrino,Javier Alberola,Eric García; Iván Martín; Artem Dovbyk; Portu,Gonzalo Escalante
SP1,2024-25,,Getafe,Sociedad,1,1,D,6,7,4,3,,José Bordalás,Imanol Alguacil,Víctor García,Óscar Rodríguez Arnaiz,Ander Barrenetxea
SP1,2024-25,,Almeria,Villarreal,1,2,A,24,11,5,3,,Pepe Mel,Marcelino,"Miguel
                                    Ángel Ortiz Arias",Anthony Lozano,Ilias Akhomach; Alexander Sørloth
SP1,2024-25,,Alaves,Ath Madrid,2,0,H,8,15,3,4,,Luis García,Diego Simeone,Jesús Gil,Carlos Benavídez; Luis Rioja,
SP1,2024-25,,Real Madrid,Barcelona,3,2,H,14,14,8,6,,Carlo Ancelotti,Xavi,César Soto,Vinicius Júnior; Lucas Vázquez; Jude Bellingham,Andreas Christensen; Fermin López
SP1,2024-25,,Sevilla,Mallorca,2,1,H,11,8,4,6,,Quique Sánchez Flores,Javier Aguirre,"Alejandro
                                    Hernández",Youssef En-Nesyri; Isaac Romero,Abdón Prats
SP1,2024-25,,Sociedad,Real Madrid,0,1,A,9,5,3,3,,Imanol Alguacil,Carlo Ancelotti,"José Luis
                                    Munuera",,Arda Güler
SP1,2024-25,,Las Palmas,Girona,0,2,A,10,6,5,3,,García Pimienta,Míchel,Jorge Figueroa,,David López; Artem Dovbyk
SP1,2024-25,,Almeria,Getafe,1,3,A,21,8,11,5,,Pepe Mel,José Bordalás,Guillermo Cuadra,Anthony Lozano,Mason Greenwood; Mason Greenwood; Jaime Mata
SP1,2024-25,,Alaves,Celta,3,0,H,16,4,8,0,,Luis García,Claudio Giráldez,Juan Pulido,Giuliano Simeone; Jon Guridi; Carlos Benavídez,
SP1,2024-25,,Ath Madrid,Ath Bilbao,3,1,H,8,7,3,1,,Diego Simeone,Ernesto Valverde,Juan Martínez,Rodrigo De Paul; Ángel Correa,Nico Williams
SP1,2024-25,,Cadiz,Mallorca,1,1,D,10,9,2,2,,Mauricio Pellegrino,Javier Aguirre,"Isidro Díaz de
                                    Mera",,Vedat Muriqi
SP1,2024-25,,Granada,Osasuna,3,0,H,12,11,4,2,,José Ramón Sandoval,Jagoba Arrasate,Alejandro Muñíz,Facundo Pellistri; Myrto Uzuni; Lucas Boyé,
SP1,2024-25,,Villarreal,Vallecano,3,0,H,15,20,7,4,,Marcelino,Iñigo Pérez,Pablo González,Alexander Sørloth; Yerson Mosquera; Alexander Sørloth,
SP1,2024-25,,Betis,Sevilla,1,1,D,15,10,5,1,,Manuel Pellegrini,Quique Sánchez Flores,José Sánchez,Isco,Kike Salas
SP1,2024-25,,Barcelona,Valencia,4,2,H,27,5,13,3,,Xavi,Rubén Baraja,"Ricardo de
                                    Burgos",Fermin López; Robert Lewandowski; Robert Lewandowski; Robert Lewandowski,Hugo Duro; José Luis García Vayá
SP1,2024-25,2024-03-05,Getafe,Ath Bilbao,0,2,A,34,7,9,2,,José Bordalás,Ernesto Valverde,Jesús Gil,,Iñaki Williams; Iñaki Williams
SP1,2024-25,2024-04-05,Sociedad,Las Palmas,2,0,H,9,7,4,1,,Imanol Alguacil,García Pimienta,"Miguel
                                    Ángel Ortiz Arias",Sheraldo Becker,
SP1,2024-25,2024-04-05,Real Madrid,Cadiz,3,0,H,19,7,9,2,,Carlo Ancelotti,Mauricio Pellegrino,"Javier
                                    Villanueva",Brahim Díaz; Jude Bellingham; Joselu,
SP1,2024-25,2024-04-05,Girona,Barcelona,4,2,H,9,16,7,7,,Míchel,Xavi,"Alejandro
                                    Hernández",Artem Dovbyk; Portu; Miguel Gutiérrez; Portu,Andreas Christensen; Robert Lewandowski
SP1,2024-25,2024-04-05,Mallorca,Ath Madrid,0,1,A,7,9,4,4,,Javier Aguirre,Diego Simeone,Javier Alberola,,Rodrigo Riquelme
SP1,2024-25,2024-05-05,Osasuna,Betis,0,2,A,12,10,2,4,,Jagoba Arrasate,Manuel Pellegrini,Víctor García,,Ayoze Pérez; Pablo Fornals
SP1,2024-25,2024-05-05,Celta,Villarreal,3,2,H,23,11,7,3,,Claudio Giráldez,Marcelino,César Soto,Iago Aspas; Jørgen Strand Larsen; Anastasios Douvikas,Alberto Moreno; Gonçalo Guedes
SP1,2024-25,2024-05-05,Valencia,Alaves,0,1,A,13,14,1,4,,Rubén Baraja,Luis García,Mario Melero,,Javi López
SP1,2024-25,2024-05-05,Sevilla,Granada,3,0,H,11,8,5,3,,Quique Sánchez Flores,José Ramón Sandoval,Mateo Busquets,Marcos Acuña; Youssef En-Nesyri; Dodi Lukebakio,
SP1,2024-25,2024-05-05,Vallecano,Almeria,0,1,A,27,7,10,2,,Iñigo Pérez,Pepe Mel,"Francisco
                                    Hernández",,Anthony Lozano
SP1,2024-25,2024-10-05,Alaves,Girona,2,2,D,14,15,8,5,,Luis García,Míchel,"José Luis
                                    Munuera",Jon Guridi; Jon Guridi,Eric García; Yangel Herrera
SP1,2024-25,2024-11-05,Mallorca,Las Palmas,1,0,H,7,7,2,1,,Javier Aguirre,García Pimienta,Juan Martínez,Giovanni González,
SP1,2024-25,2024-11-05,Villarreal,Sevilla,3,2,H,25,8,7,4,,Marcelino,Quique Sánchez Flores,"Isidro Díaz de
                                    Mera",Alexander Sørloth; Yerson Mosquera; Alexander Sørloth,Youssef En-Nesyri; Youssef En-Nesyri
SP1,2024-25,2024-11-05,Granada,Real Madrid,0,4,A,12,13,1,7,,José Ramón Sandoval,Carlo Ancelotti,Pablo González,,Fran Garcia; Arda Güler; Brahim Díaz; Brahim Díaz
SP1,2024-25,2024-11-05,Ath Bilbao,Osasuna,2,2,D,15,13,6,3,,Ernesto Valverde,Jagoba Arrasate,José Sánchez,Iñaki Williams; Asier Villalibre,Raúl; Rubén García
SP1,2024-25,2024-12-05,Cadiz,Getafe,1,0,H,13,10,6,4,,Mauricio Pellegrino,José Bordalás,"Ricardo de
                                    Burgos",Rubén Alcaraz,
SP1,2024-25,2024-12-05,Ath Madrid,Celta,1,0,H,21,6,8,2,,Diego Simeone,Claudio Giráldez,Jorge Figueroa,Rodrigo De Paul,
SP1,2024-25,2024-12-05,Valencia,Vallecano,0,0,D,13,12,5,1,,Rubén Baraja,Iñigo Pérez,Juan Pulido,,
SP1,2024-25,2024-12-05,Betis,Almeria,3,2,H,14,14,7,7,,Manuel Pellegrini,Pepe Mel,Alejandro Muñíz,Pablo Fornals; Isco; Ayoze Pérez,Léo Baptistão; Luka Romero
SP1,2024-25,,Barcelona,Sociedad,2,0,H,14,10,5,3,,Xavi,Imanol Alguacil,Guillermo Cuadra,Lamine Yamal; Raphinha,
SP1,2024-25,,Osasuna,Mallorca,1,1,D,10,10,4,4,,Jagoba Arrasate,Javier Aguirre,"Francisco
                                    Hernández",Jon Moncayola,Sergi Darder
SP1,2024-25,,Real Madrid,Alaves,5,0,H,22,18,11,10,,Carlo Ancelotti,Luis García,Mateo Busquets,Jude Bellingham; Vinicius Júnior; Federico Valverde; Vinicius Júnior; Arda Güler,
SP1,2024-25,,Girona,Villarreal,0,1,A,22,11,5,3,,Míchel,Marcelino,José Sánchez,,Bertrand Traoré
SP1,2024-25,,Sevilla,Cadiz,0,1,A,14,19,3,7,,Quique Sánchez Flores,Mauricio Pellegrino,"Miguel
                                    Ángel Ortiz Arias",,Sergi Guardiola
SP1,2024-25,,Vallecano,Granada,2,1,H,18,10,9,1,,Iñigo Pérez,José Ramón Sandoval,"Isidro Díaz de
                                    Mera",Florian Lejeune; Jorge de Frutos,Lucas Boyé
SP1,2024-25,,Celta,Ath Bilbao,2,1,H,10,7,4,2,,Claudio Giráldez,Ernesto Valverde,Víctor García,Williot Swedberg; Hugo Álvarez,Álex Berenguer
SP1,2024-25,,Getafe,Ath Madrid,0,3,A,8,7,3,3,,José Bordalás,Diego Simeone,Mario Melero,,Antoine Griezmann; Antoine Griezmann; Antoine Griezmann
SP1,2024-25,,Las Palmas,Betis,2,2,D,16,6,9,4,,García Pimienta,Manuel Pellegrini,"Javier
                                    Villanueva",Álex Suárez; Alberto Moleiro,Ayoze Pérez
SP1,2024-25,,Almeria,Barcelona,0,2,A,12,16,3,7,,Pepe Mel,Xavi,Javier Alberola,,Fermin López; Fermin López
SP1,2024-25,,Sociedad,Valencia,1,0,H,10,7,5,3,,Imanol Alguacil,Rubén Baraja,César Soto,André Silva,
SP1,2024-25,,Alaves,Getafe,1,0,H,9,10,2,4,,Luis García,José Bordalás,Jorge Figueroa,Carlos Vicente,
SP1,2024-25,,Ath Bilbao,Sevilla,2,0,H,15,9,6,4,,Ernesto Valverde,Quique Sánchez Flores,Juan Pulido,Raúl García; Iker Muniain,
SP1,2024-25,,Ath Madrid,Osasuna,1,4,A,15,15,2,6,,Diego Simeone,Jagoba Arrasate,Pablo González,,
SP1,2024-25,,Barcelona,Vallecano,3,0,H,14,15,6,4,,Xavi,Iñigo Pérez,Jesús Gil,Robert Lewandowski; Pedri; Pedri,
SP1,2024-25,,Betis,Sociedad,0,2,A,18,5,9,2,,Manuel Pellegrini,Imanol Alguacil,Juan Martínez,,Brais Méndez; Mikel Merino
SP1,2024-25,,Cadiz,Las Palmas,0,0,D,10,9,3,1,,Mauricio Pellegrino,García Pimienta,César Soto,,
SP1,2024-25,,Granada,Celta,1,2,A,11,8,3,5,,José Ramón Sandoval,Claudio Giráldez,Javier Alberola,Bruno Méndez,Jørgen Strand Larsen; Jonathan Bamba
SP1,2024-25,,Mallorca,Almeria,2,2,D,29,7,8,3,,Javier Aguirre,Pepe Mel,"Ricardo de
                                    Burgos",Cyle Larin; Sergi Darder,Sergio Arribas; Bruno Langa
SP1,2024-25,,Valencia,Girona,1,3,A,20,18,6,5,,Rubén Baraja,Míchel,Guillermo Cuadra,José Luis García Vayá,Sávio; Artem Dovbyk
SP1,2024-25,,Villarreal,Real Madrid,4,4,D,21,12,7,6,,Marcelino,Carlo Ancelotti,"Alejandro
                                    Hernández",Alexander Sørloth; Alexander Sørloth; Alexander Sørloth; Alexander Sørloth,Arda Güler; Joselu; Lucas Vázquez; Arda Güler
SP1,2024-25,,Girona,Granada,7,0,H,16,10,9,2,,Míchel,José Ramón Sandoval,Alejandro Muñíz,Eric García; Viktor Tsyhankov; Artem Dovbyk; Viktor Tsyhankov; Artem Dovbyk; Cristhian Stuani; Artem Dovbyk,
SP1,2024-25,,Osasuna,Villarreal,1,1,D,12,11,6,3,,Jagoba Arrasate,Marcelino,Mario Melero,Ante Budimir,José Luis Morales
SP1,2024-25,,Sociedad,Ath Madrid,0,2,A,14,10,4,4,,Imanol Alguacil,Diego Simeone,José Sánchez,,Samuel Lino; Reinildo Mandava
SP1,2024-25,,Almeria,Cadiz,6,1,H,27,12,12,4,,Pepe Mel,Mauricio Pellegrino,Mateo Busquets,Gonzalo Melero; Sergio Arribas; Luis Javier Suárez; Luis Javier Suárez; Sergio Arribas,Brian Ocampo
SP1,2024-25,,Vallecano,Ath Bilbao,0,1,A,17,7,4,1,,Iñigo Pérez,Ernesto Valverde,"José Luis
                                    Munuera",,Nico Williams
SP1,2024-25,,Real Madrid,Betis,0,0,D,13,11,5,3,,Carlo Ancelotti,Manuel Pellegrini,"Isidro Díaz de
                                    Mera",,
SP1,2024-25,,Getafe,Mallorca,1,2,A,16,9,6,4,,José Bordalás,Javier Aguirre,Víctor García,Gastón Álvarez,Vedat Muriqi; Pablo Maffeo
SP1,2024-25,,Celta,Valencia,2,2,D,9,12,4,1,,Claudio Giráldez,Rubén Baraja,"Miguel
                                    Ángel Ortiz Arias",Iago Aspas; Anastasios Douvikas,Alberto Marí
SP1,2024-25,,Las Palmas,Alaves,1,1,D,10,14,4,4,,García Pimienta,Luis García,"Francisco
                                    Hernández",Marc Cardona,Carlos Vicente
SP1,2024-25,,Sevilla,Barcelona,1,2,A,15,11,6,6,,Quique Sánchez Flores,Xavi,"Javier
                                    Villanueva",Youssef En-Nesyri,Robert Lewandowski; Fermin López
